title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
How To Make The World Add Up: Ten Rules For Thinking Differently About Numbers,"How To Make The World Add Up: Ten Rules For Thinking Differently About Numbers


The Sunday Times Top Ten bestseller


'Tim Harford could well be Britain's Malcolm Gladwell'

Alex Bellos, author of Alex's Adventures in Numberland


'If you aren't in love with stats before reading this book, you will be by the time you're done. Powerful, persuasive, and in these truth-defying times, indispensable'

Caroline Criado Perez, author of Invisible Women


In How to Make the World Add Up, Tim Harford draws on his experience as both an economist and presenter of the BBC's radio show 'More or Less' to take us deep into the world of disinformation and obfuscation, bad research and misplaced motivation to find those priceless jewels of data and analysis that make communicating with numbers so rewarding. Through vivid storytelling he reveals how we can evaluate the claims that surround us with confidence, curiosity and a healthy level of scepticism. It is a must-read for anyone who cares about understanding the world around them.


'Tim Harford is our most likeable champion of reason and rigour . . . clear, clever and always highly readable'

The Times, Books of the Year


'Fascinating and enjoyable'

Bill Bryson


'Now more than ever we need a book like this'

Stephen Fry


'Wise, humane and, above all, illuminating. Nobody is better on statistics and numbers - and how to make sense of them'

Matthew Syed


'One of the most wonderful collections of stories that I have read in a long time . . . fascinating.'

Steven Levitt, co-author of Freakonomics

'Wise and useful . . . such a delight'

Financial Times


'What should we do when someone makes a claim that they say is based on data? This wise book, distilled from years of experience, gives us the ten commandments, from first examining our feelings, to finally having the humility to admit we may be wrong. Priceless'

Professor Sir David Spiegelhalter",https://cdn1.fahasa.com/media/catalog/product/9/7/9780349143866.jpg,Tim Harford,Hachette UK Distribution,2021,340,Tiếng Anh,Probability & Statistics,https://www.fahasa.com/how-to-make-the-world-add-up.html
Unravel The Dusk,"Unravel The Dusk


From the New York Times bestselling author of Six Crimson Cranes comes a fantasy filled with courtly intrigue, deceitful demons, and breathtaking gowns ... the stakes are higher than ever in this thrilling sequel to Spin the Dawn!


Maia Tamarin's journey to sew the dresses of the sun, the moon, and the stars has taken a grievous toll. She returns to a kingdom on the brink of war. Edan, the boy she loves, is gone--perhaps forever--and no sooner does she set foot in the Autumn Palace than she is forced to don the dress of the sun and assume the place of the emperor's bride-to-be to keep the peace. When the emperor's rivals learn of her deception, there is hell to pay, but the war raging around Maia is nothing compared to the battle within.


Ever since she was touched by the demon Bandur, she has been changing . . . glancing in the mirror to see her own eyes glowing red; losing control of her magic, her body, her mind. It's only a matter of time before Maia loses herself completely, and in the meantime she will stop at nothing to find Edan, protect her family, and bring lasting peace to her country.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781529362916.jpg,Elizabeth Lim,Hachette UK Distribution,2021,354,Tiếng Anh,Fantasy,https://www.fahasa.com/unravel-the-dusk.html
Spin The Dawn,"Spin The Dawn


Project Runway meets Mulan in this sweeping fantasy about a teenage girl who poses as a boy to compete for the role of imperial tailor and embarks on an impossible journey to sew three magic dresses, from the sun, the moon, and the stars. And don’t miss Elizabeth Lim’s new novel, the instant New York Times bestseller, Six Crimson Cranes!


“All the cutthroat competition of a runway fashion reality show and the thrilling exploits of an epic quest."" —The Washington Post


Maia Tamarin dreams of becoming the greatest tailor in the land, but as a girl, the best she can hope for is to marry well. When a royal messenger summons her ailing father, once a tailor of renown, to court, Maia makes the ultimate sacrifice and poses as a boy to take his place. She knows her life is forfeit if her secret is discovered, but she'll take that risk to achieve her dream and save her family from ruin. There's just one catch: Maia is one of twelve tailors in a cutthroat competition for the job.


Backstabbing and lies run rampant as the tailors compete in challenges to prove their artistry and skill. Maia's task is further complicated when she draws the attention of the court magician, Edan, whose piercing eyes seem to see straight through her disguise.


And nothing could have prepared her for the unthinkable final challenge: to sew three magic gowns for the emperor's reluctant bride-to-be, from the sun, the moon, and the stars. With this impossible task before her, she embarks on a journey to the far reaches of the kingdom, seeking the sun, the moon, and the stars, and finding more than she ever could have imagined.


Steeped in Chinese culture, sizzling with forbidden romance, and shimmering with magic, this fantasy novel is not to be missed.


""This is a white-knuckle read."" —Tamora Pierce, #1 New York Times Bestselling author of Tempests and Slaughter",https://cdn1.fahasa.com/media/catalog/product/9/7/9781529362909.jpg,Elizabeth Lim,Hachette UK Distribution,2021,392,Tiếng Anh,Fantasy,https://www.fahasa.com/spin-the-dawn.html
Combo Sách Mindmap English Grammar - Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy + Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề (Bộ 2 Cuốn),"Combo Sách Mindmap English Grammar - Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy + Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề (Bộ 2 Cuốn)


1. Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề


Nhà ngôn ngữ học nổi tiếng D.A.Wilkins đã nói rằng “Without grammar, very little can be conveyed; without vocabulary, nothing can be conveyed.” (Không có ngữ pháp, rất ít thông tin có thể được truyền đạt; Không có từ vựng, không một thông tin nào có thể được truyền đạt cả). Vì thế, trong việc học một ngoại ngữ, thì từ vựng có thể xem như các tế bào nhỏ hình thành nên khả năng sử dụng ngoại ngữ của người học.


Các bạn đang băn khoăn chưa biết nên học từ vựng như thế nào để có thể ghi nhớ được nhiều từ và lâu nhất. Dưới đây là những phương pháp học mà các bạn có thể áp dụng để học từ vựng hiệu quả nhất.


1. Học từ vựng theo chủ đề

Thay vì học riêng lẻ từng từ rời rạc, nếu các bạn biết nhóm chúng vào cùng một chủ đề thì đảm bảo việc học thuộc sẽ trở nên đơn giản hơn rất nhiều luôn. Có vốn từ vựng theo chủ đề, khi làm bài thi nói hoặc viết theo một chủ đề nào đó bạn sẽ phát huy được tối đa vốn từ vựng. Khiến bài nói và bài viết của bạn trôi chảy và nhiều ý tưởng. Vì vậy, việc học từ theo chủ đề cũng giống như một mũi tên trúng hai đích vậy, vừa giúp chúng ta biết thêm nhiều từ mới, vừa có nhiều từ vựng và ý hay để triển khai cho bài thi được tốt hơn.


2. Sử dụng hình ảnh, âm thanh hay câu chuyện để ghi nhớ từ vựng nhanh

Thực tế cho thấy, cách mà nhiều người thường hay học từ vựng đó là viết từ vựng đó kèm nghĩa ra giấy thật nhiều lần để ghi nhớ. Tuy nhiên, cách này có thể hiệu quả tức thời nhưng về lâu về dài, nếu không sử dụng lại thì chắc chắn ta sẽ quên từ. Ngược lại, nếu sử dụng những hình ảnh, âm thanh hay câu chuyện ấn tượng thì có thể khiến não bộ chúng ta nhớ rất mãi. Cách thức học này cũng vô cùng đơn giản, khi chúng ta học một từ mới, hãy cố gắng tự nghĩ ý tưởng và minh họa cho nó bằng hình ảnh ngộ nghĩnh, khi học một nhóm từ vựng theo chủ đề, hãy cố gắng sắp xếp chúng vào thành một đoạn văn, kể về một câu chuyện thú vị.


3. Học từ vựng qua bài hát, phim ảnh


Nhiều lúc do tâm lý nghĩ học tập là một gánh nặng, bắt buộc phải học mà khiến chúng ta mất đi niềm vui trong việc tiếp nhận tri thức. Nếu các bạn có thể giải tỏa tâm lý đó bằng việc nghe nhạc hay xem phim thì sẽ khiến từ mới “vào đầu” dễ dàng hơn mà không khiến ta chán nản khi học. Các bạn nên học từ vựng bằng những phim từ mức độ thấp đến cao. Rất nhiều bộ phim hay để học tiếng Anh như: Extra English, Friends, How I met your mother?...


4. Luôn có một cuốn sổ tay ghi từ mới

Cuốn sổ này sẽ cực kì hữu ích cho bạn trong việc học mọi lúc mọi nơi. Mỗi ngày bạn hay ghi vào quyển sổ đó những từ mới học được bao gồm nghĩa, họ từ và ngày nào cũng mở ra đọc và học lại như vậy từ vựng đó sẽ không bao giờ có thể quên được.


5. Tập sử dụng các từ mới và ôn tập thường xuyên

Sau khi học các từ mới, bạn nên tập sử dụng chúng hàng


2. Mindmap English Grammar - Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy


Trước đây, khi tiếng Anh chưa là ngôn ngữ quốc tế trong môi trường toàn cầu hóa, xu hướng việc giảng dạy và học tập tiếng Anh tại Việt Nam thiên về hai kỹ năng ĐỌC HIỂU và VIẾT. Hệ quả là trong các thế hệ trước, nhiều người đọc hiểu và viết tiếng Anh thông thạo không kém người bản xứ được học hành tử tế; ngược lại, gặp khó khăn khi giao tiếp nghe-nói bằng tiếng Anh.


Từ thập niên 90 thế kỷ trước đây, giao tiếp ngôn ngữ bao gồm bốn kỹ năng cơ bản: NGHE – NÓI - ĐỌC - VIẾT. Do vậy khi nói đến tiếng Anh giao tiếp có nghĩa là cần phải giao tiếp được cả bốn kỹ năng trên. Phương pháp giao tiếp dựa trên sự phát triển kỹ năng ngôn ngữ của trẻ em: giai đoạn đầu tập trung vào phát triển NGHE - NÓI; giai đoạn phát triển tập trung ĐỌC VIẾT. Nói như vậy không có nghĩa là khi dạy kỹ năng nghe nói thì không có yêu cầu phát triển kỹ năng đọc viết và ngược lại. Đối với môi trường giao lưu ngôn ngữ và kinh tế toàn cầu và phát triển khoa học ngày nay, kỹ năng dịch thuật và phiên dịch cũng nằm trong giao tiếp ngôn ngữ bậc cao trong môi trường toàn cầu hóa. Vai trò của ngữ pháp trong phát triển ngôn ngữ luôn là nền tảng để học và phát triển một ngôn ngữ. Để phát triển một ngôn ngữ, dù đó là ngoại ngữ như tiếng Anh, nền tảng của ngôn ngữ là ngữ pháp, từ vựng và phát âm. Do vậy, vai trò ngữ pháp là để phát triển ngôn ngữ đúng và đủ để phát triển kỹ năng giao tiếp; ngữ pháp không chỉ để hiểu về ngôn ngữ mà để sử dụng đúng ngôn ngữ (not knowing about the language, but knowing the language). Điều này cho thấy học ngữ pháp tiếng Anh ở Việt Nam là đúng vì tiếng Anh là EFL (ngoại ngữ), không phải ESL (ngôn ngữ thứ hai), tuy nhiên sự yếu kém trong việc học và dạy ngữ pháp là để làm bài tập, sau đó là bài thi mà không dùng ngữ pháp trong các hoạt động ngôn ngữ (activities) và thực hành ngôn ngữ (tasks). Nhằm góp phần hỗ trợ học ngữ pháp, MIND MAP ENGLISH GRAMMAR là công cụ để hiểu biết tiếng Anh dưới hình thức tóm lược theo tư duy logic. Do vậy người học cần sử dụng hiểu biết về ngữ pháp và quan trọng hơn là ứng dụng vào nhiều hoạt động thực hành để phát huy các chủ đề ngữ pháp trong cuốn sách.


Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy có những đặc điểm sau đây:


- Giảng viên có thể hướng dẫn cho người học các chủ đề và chủ điểm ngữ pháp theo tư duy logic qua các sơ đồ tư duy tóm tắt dễ nhớ và dễ hiểu.


- Người học dễ dàng tự học và tham khảo trước khi làm các bài tập ngữ pháp hoặc sử dụng tiếng Anh.


;- Hệ thống bài học được trình bày dạng ""mind map"" cách tân từ thấp lên cao nên người học yêu thích ngữ pháp tiếng Anh hơn.


- Sau khi học, hiểu, nắm vững các chủ đề, chủ điểm ngữ pháp, người học có thể tự vẽ lấy ""mind map"" của riêng mình.
1. Mindmap English Grammar - Ngữ Pháp Tiếng Anh Bằng Sơ Đồ Tư Duy
2. Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề",https://cdn1.fahasa.com/media/catalog/product/c/o/combo-8935246917176-8935246915486.jpg,"Đỗ Nhung, The Windy",MCBooks,,,,"Luyện Thi Chứng Chỉ A,B,C",https://www.fahasa.com/combo-sach-mindmap-english-grammar-ngu-phap-tieng-anh-bang-so-do-tu-duy-tu-hoc-2000-tu-vung-tieng-anh-theo-chu-de-bo-2-cuon.html
Shadows In Death: An Eve Dallas Thriller (Book 51),"Shadows In Death: An Eve Dallas Thriller (Book 51)


As it often did since he'd married a cop, murder interrupted more pleasant activities. The again, Roarke supposed, the woman lying in a pool of her own blood a few steps inside the arch in Washington Square Park had a heftier complaint.


When a night out at the theatre is interrupted by the murder of a young woman in Washington Square Park, it seems like an ordinary case for Detective Eve Dallas and her team. But when her husband Roarke spots a shadow from his past in the crowd, Eve realises that this case is far from business as usual.


Eve has two complex cases on her hands - the shocking murder of this wealthy young mother and tracking down the shadow before he can strike again, this time much closer to home. Eve is well used to being the hunter, but how will she cope when the tables are turned? As Eve and the team follow leads to Roarke's hometown in Ireland, the race is on to stop the shadow making his next move . . .",https://cdn1.fahasa.com/media/catalog/product/9/7/9780349422138.jpg,J D Robb,Hachette UK Distribution,2021,431,Tiếng Anh,Thrillers,https://www.fahasa.com/shadows-in-death-an-eve-dallas-thriller-book-51.html
Ada Twist And The Perilous Pants: The Questioneers Book #2,"Ada Twist And The Perilous Pants: The Questioneers Book #2


Ada Twist is full of questions. A scientist to her very core, Ada asks why again and again. One question always leads to another until she’s off on a journey of discovery! When Rosie Revere’s Uncle Ned gets a little carried away wearing his famous helium pants, it’s up to Ada and friends to chase him down. As Uncle Ned floats farther and farther away, Ada starts asking lots of questions: How high can a balloon float? Is it possible for Uncle Ned to float into outer space? And what’s the best plan for getting him down? In this new chapter-book adventure, Ada must rely on her curious mind, her brave spirit, and her best pals Rosie Revere and Iggy Peck to solve a mystery in her own backyard.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781419734229.jpg,"Andrea Beaty, David Roberts",Hachette Book Group,2019,112,Tiếng Anh,Science,https://www.fahasa.com/ada-twist-and-the-perilous-pants-questioneers-2.html
The Intelligence Trap: Revolutionise Your Thinking And Make Wiser Decisions,"The Intelligence Trap: Revolutionise Your Thinking And Make Wiser Decisions


How was a brilliant physics professor tricked into carrying 2kg of cocaine across the Argentinian border? Why do doctors misdiagnose 10 to 15% of their patients? Why do Nobel Prize winners spread fake news?


We assume that smarter people are less prone to error. But greater education and expertise can often amplify our mistakes while rendering us blind to our biases. This is the 'intelligence trap'.


Drawing on the latest behavioural science and historical examples from Socrates to Benjamin Franklin, David Robson demonstrates how to apply our intelligence more wisely; identify bias and enhance our 'rationality quotient'; read and regulate our emotions; fine-tune our intuition; navigate ambiguity and uncertainty; and think more flexibly about seemingly intractable problems.


The twenty-first century presents us with complex problems that demand a wiser way of thinking. Whether you are a NASA scientist or a school student, The Intelligence Trap offers a new cognitive toolkit to realise your full potential.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781473669857.jpg,David Robson,Hachette UK Distribution,2020,337,Tiếng Anh,Memory Improvement & Thinking Techniques,https://www.fahasa.com/the-intelligence-trap.html
Humans: A Brief History Of How We F*cked It All Up,"Humans: A Brief History Of How We F*cked It All Up


'This book is brilliant. Utterly, utterly brilliant. Apart from the epilogue, which is idiotic' Jeremy Clarkson


'F*cking brilliant' Sarah Knight


AN EXHILARATING JOURNEY THROUGH THE MOST CREATIVE AND CATASTROPHIC F*CK-UPS OF HUMAN HISTORY


In the seventy thousand years that modern human beings have walked this earth, we've come a long way. Art, science, culture, trade - on the evolutionary food chain, we're real winners. But, frankly, it's not exactly been plain sailing, and sometimes - just occasionally - we've managed to really, truly, quite unbelievably f*ck things up.


From Chairman Mao's Four Pests Campaign, to the American Dustbowl; from the Austrian army attacking itself one drunken night, to the world's leading superpower electing a reality TV mogul as President... it's pretty safe to say that, as a species, we haven't exactly grown wiser with age.


So, next time you think you've really f*cked up, this book will remind you: it could be so much worse...


FURTHER PRAISE FOR HUMANS:


'Very funny' Mark Watson


'A light-touch history of moments when humans have got it spectacularly wrong... Both readable and entertaining' The Telegraph


'Chronicles humanity's myriad follies down the ages with malicious glee and much wit ... a rib-tickling page-turner' Business Standard


'A timely, irreverent gallop through thousands of years of human stupidity' Nicholas Griffin, Ping-Pong Diplomacy: The Secret History Behind the Game That Changed the World",https://cdn1.fahasa.com/media/catalog/product/9/7/9781472259059.jpg,Tom Phillips,Hachette UK Distribution,2020,304,Tiếng Anh,Parodies & Spoofs,https://www.fahasa.com/humans.html
Camino Winds,"Camino Winds


The Sunday Times bestseller from international bestseller John Grisham.


Is a Perfect Storm the Perfect Time for a Murder?


'Another gem from John Grisham' Observer


When Hurricane Leo threatens Florida's Camino Island, the Governor is quick to issue an evacuation order. Most residents flee but a small group of diehards decide to ride it out. Amongst them is Bruce Cable, proprietor of Bay Books in downtown Santa Rosa.


The hurricane is devastating: homes and condos are levelled, hotels and storefronts ruined, streets flooded, and a dozen people are killed. One of the victims is Nelson Kerr, a friend of Bruce's who wrote timely political thrillers. But evidence suggests that the storm wasn't the cause of Nelson's death - he had received several mysterious blows to the head.


Who would want Nelson dead? The local police are overwhelmed with the aftermath of the storm and in no condition to handle the case. Bruce begins to wonder if the shady characters in Nelson's novels were more fact than fiction. And somewhere on Nelson's computer is the manuscript of his new novel - could the key to the case be right there, in black and white? Bruce starts to look into it and what he finds between the lines is more shocking than any of Nelson's plot twists - and far more dangerous.


Gripping, compelling and pacy, this exceptional thriller from international bestseller John Grisham is the perfect escapist read this summer.


Praise for Camino Winds:


'In American icon John Grisham's new novel, Camino Winds, an odd assortment of mystery and crime authors, some of them felons themselves, discover one of their colleagues has been murdered during the fury of a massive hurricane-the perfect crime scene' Delia Owens, author of Where the Crawdads Sing


'The Camino Island series, featuring trouble-prone bookseller Bruce Cable, is a perfect escapist mix of detective action, insider riffs on the literary world - and even a little romance' Mail on Sunday


'Camino Winds has all the usual Grisham hallmarks - a pacy plot and tension-filled scenes' Independent


'Another compelling read from Grisham, and will satisfy old fans and please new readers alike' Press Association


'The novel has enough plot twists to keep you engaged' The Herald


350+ million copies, 45 languages, 9 blockbuster films:

NO ONE WRITES DRAMA LIKE JOHN GRISHAM",https://cdn1.fahasa.com/media/catalog/product/9/7/9781529349900.jpg,John Grisham,Hachette UK Distribution,2021,294,Tiếng Anh,Thrillers,https://www.fahasa.com/camino-winds.html
Dune 2: Dune Messiah,"Dune 2: Dune Messiah


DUNE MESSIAH: the extraordinary sequel to Dune, the greatest science fiction novel of all time.


Twelve years after his victory over House Harkonnen, Paul Atreides rules as emperor from the desert planet Arrakis - but his victory has had profound consequences. War has been brought to the entire known universe, and billions have already perished. Despite having become the most powerful emperor known to history, Paul is powerless to bring an end to the fighting.


While former allies conspire to dethrone Paul and even his own consort acts against him, Paul accepts a gift from the Tleilaxu, a guild of genetic manipulators, hoping to find a single spark of peace and friendship amidst the betrayal and chaos. But this act undermines Paul's support from the Fremen, his own people. The Fremen are the true source of Paul's power; losing them is the one thing that could truly topple his empire.


As matters escalate, Paul will be forced to chose between his throne, his wife, his people and his future - and the future of the entire universe.


An epic novel of the cost of victory... and the price of war.


Brilliant...it is all that Dune was, and maybe a little more.

-- Galaxy Magazine",https://cdn1.fahasa.com/media/catalog/product/9/7/9781473655324.jpg,Frank Herbert,Hachette UK Distribution,2017,292,Tiếng Anh,Science Fiction,https://www.fahasa.com/dune-messiah.html
The Bromance Book Club,"The Bromance Book Club


Amazon Book Review's No. 1 Best Romance of 2019 and one of Bustle's '21 Rom-Coms To Give You Warm And Fuzzy Feelings All Season Long'!


If you love Ali Hazelwood, Sally Thorne and Helen Hoang, you'll LOVE Lyssa Kay Adams!

Readers can't stop raving about The Bromance Book Club! ⭐ ⭐ ⭐ ⭐ ⭐


'Romantic comedy at its finest'


'Completely lived up to the hype'


'The perfect blend of funny, wacky moments and also sexy and angsty moments'


'I didn't expect to read a new favourite but The Bromance Book Club has gone and done it!'


'I would recommend this to anyone who wants to escape into a book for a few hours and come out with a smile'


'This book made me feel warm and fuzzy. It was like being hugged, but in a sexy way - what more could you want?'


'I loved the emotional range it took me through, from laugh-out-loud moments to real tear-jerking scenes'

.........................................................................


The first rule of book club:

You don't talk about book club.


Gavin Scott's marriage is trouble. The Nashville Legends baseball star has recently discovered a humiliating secret: his wife Thea has always faked the Big O. His reaction to the revelation is the final straw for their already strained relationship. Thea asks for a divorce, and Gavin realizes he's let his pride and fear get the better of him.


Welcome to the Bromance Book Club.


Distraught and desperate, Gavin finds help from an unlikely source: a secret romance book club made up of Nashville's top alpha men. With the help of their current read, a steamy Regency called Courting the Countess, the guys coach Gavin on saving his marriage. But it'll take a lot more than flowery words and grand gestures for this hapless Romeo to find his inner hero and win back the trust of his beloved wife.

.........................................................................


Raves for The Bromance Book Club:


'A you're-gonna-burn-dinner book because you will not want to put it down. Laugh out loud with tons of heart, this is an absolutely adorable must read' AVERY FLYNN


'A delight! . . . I raced to finish this book, but still never wanted it to end!' ALEXA MARTIN


'A delightful, fast-paced read with the perfect mix of laugh-out-loud and swoony moments - every town should have a Bromance Book Club' EVIE DUNMORE


'It is the reading aloud in this story that ultimately wins my heart, and shows that everything worth knowing can be learned from romance' KC DYER


Don't miss any of the charming and swoonworthy Bromance Book Club reads!

The Bromance Book Club

Undercover Bromance

Crazy Stupid Bromance

Isn't It Bromantic?

A Very Merry Bromance",https://cdn1.fahasa.com/media/catalog/product/9/7/9781472271631.jpg,Lyssa Kay Adams,Hachette UK Distribution,2020,339,Tiếng Anh,Adult & Contemporary Romance,https://www.fahasa.com/the-bromance-book-club.html
Flash Card First Words - Playtime Pals,"Flash Card First Words - Playtime Pals


Complement your children's learning with these brightly illustrated first words flash cards.  Set contains 30 double sided cards.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839235047_1.jpg,North Parade,North Parade Publishing Ltd.,2021,,Tiếng Anh,Early Learning,https://www.fahasa.com/flash-card-first-words-playtime-pals.html
Xmas Silicon Squeaky Books - Elves,"Xmas Silicon Squeaky Books - Elves


Join the Elves as they get ready for Christmas.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839230066.jpg,North Parade,North Parade Publishing Ltd.,,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-silicon-squeaky-books-elves.html
The Christmas Mice - Silicon Board Books,"The Christmas Mice - Silicon Board Books


It's Christmas Eve and everyone is asleep except for three cheeky mice.  What will they get up to whilst waiting for Santa?


Get in the festive spirit with this brightly illustrated and tactile board book featuring textured silicon shapes on the front covers and three internal spreads.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786908346.jpg,North Parade,North Parade Publishing Ltd.,,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-silicon-board-bk-mice.html
What Did Bunny Hear? - Press And Play Sound Book,"What Did Bunny Hear? - Press And Play Sound Book


Join Bunny on a fun sound adventure! 


This interactive squishy sound book is perfect for teaching little ones about forest animals and the sounds they make.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786908445.jpg,North Parade,North Parade Publishing Ltd.,2020,,Tiếng Anh,Activity Books,https://www.fahasa.com/press-play-silicon-sound-book-bunny.html
The Christmas Gift - Silicon Board Books,"The Christmas Gift - Silicon Board Books


Oh no! One of Santa's presents has fallen from his sleigh!  Join Mr Robin on his mission to deliver the gift.


Get in the festive spirit with this brightly illustrated and tactile board book featuring textured silicon shapes on the front covers and three internal spreads.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786908322.jpg,North Parade,North Parade Publishing Ltd.,,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-silicon-board-bk-gift.html
Large Doodle Book - My Big Snowman,"Large Doodle Book - My Big Snowman


These giant Christmas carry-along doodle books are bursting with fun festive activities and stickers, providing hours of Christmassy fun.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781783737109_1.jpg,North Parade,North Parade Publishing Ltd.,,65,Tiếng Anh,Activity Books,https://www.fahasa.com/large-doodle-book-my-big-snowman.html
Large Doodle Book - My Big Snowflake,"Large Doodle Book - My Big Snowflake


These giant Christmas carry-along doodle books are bursting with fun festive activities and stickers, providing hours of Christmassy fun.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781783734023_1.jpg,North Parade,North Parade Publishing Ltd.,,65,Tiếng Anh,Activity Books,https://www.fahasa.com/large-doodle-book-my-big-snowflake.html
The Countdown To Christmas - Press And Play Sound Book,"The Countdown To Christmas - Press And Play Sound Book


Join Santa on a fun sound adventure! 


This interactive squishy sound book is perfect for teaching little ones about Christmas and the sounds you hear.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839233289.jpg,North Parade,North Parade Publishing Ltd.,2021,,Tiếng Anh,Activity Books,https://www.fahasa.com/press-play-silicon-sound-bks-countdown-to-christmas.html
What Did Chick Hear? - Press And Play Sound Book,"What Did Chick Hear? - Press And Play Sound Book


Join Chick on a fun sound adventure! 


This interactive squishy sound book is perfect for teaching little ones about farm animals and the sounds they make.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786908452.jpg,North Parade,North Parade Publishing Ltd.,2020,,Tiếng Anh,Activity Books,https://www.fahasa.com/press-play-silicon-sound-book-chick.html
I'm A Little Teapot - Rattle Book,"I'm A Little Teapot - Rattle Book


Read, rattle, sing and shake it all about! This rattle book is perfect for little hands and big smiles.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839232084.jpg,North Parade,North Parade Publishing Ltd.,,,Tiếng Anh,Picture Books,https://www.fahasa.com/hey-baby-rattle-books-teapot.html
What Did Tiger Hear? - Press And Play Sound Book,"What Did Tiger Hear? - Press And Play Sound Book


Join Tiger on a fun sound adventure!


This interactive squishy sound book is perfect for teaching little ones about jungle creatures and the sounds they make.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786908469.jpg,North Parade,North Parade Publishing Ltd.,2020,,Tiếng Anh,Activity Books,https://www.fahasa.com/press-play-silicon-sound-book-tiger.html
If You're Happy - Rattle Book,"If You're Happy - Rattle Book


Read, rattle, sing and shake it all about! This rattle book is perfect for little hands and big smiles.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839232077.jpg,North Parade,North Parade Publishing Ltd.,,,Tiếng Anh,Picture Books,https://www.fahasa.com/hey-baby-rattle-books-happy.html
Bathtime Buddy Book - Farm,"Bathtime Buddy Book - Farm


Make bathtime fun with this look and find farm animal bath book.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839232923.jpg,North Parade,North Parade Publishing Ltd.,,10,Tiếng Anh,Picture Books,https://www.fahasa.com/bath-book-in-box-farm.html
Festive Fun Sequin Book,"Festive Fun Sequin Book


Get in the festive fun mood with a cheeky elf, a glittery fairy and more friendly characters in this special two-way sequin board book.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786906120.jpg,North Parade,North Parade Publishing Ltd.,2018,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-sequin-books-elf.html
Bathtime Buddy Book - Polar,"Bathtime Buddy Book - Polar


Make bathtime fun with this look and find polar animal bath book.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781839232954.jpg,North Parade,North Parade Publishing Ltd.,2020,10,Tiếng Anh,Picture Books,https://www.fahasa.com/bath-book-in-box-polar.html
Snowy Season Sequin Book,"Snowy Season Sequin Book


Get ready for the Christmas season with this wonderfully bright and tactile two way sequin book.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786906151.jpg,North Parade,North Parade Publishing Ltd.,2018,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-sequin-books-snowman.html
Wipe Clean Colouring Books - Elves,"Wipe Clean Colouring Books - Elves


Colouring in all your festive favourites again and again with these fun Christmas colouring board books complete with 6 crayons.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786905765_1.jpg,North Parade,North Parade Publishing Ltd.,2018,,Tiếng Anh,Activity Books,https://www.fahasa.com/wipe-clean-colouring-books-elves.html
"Santa, Snowman Sequin Book","Santa, Snowman Sequin Book


Get ready for the Christmas season with this wonderfully bright and tactile two way sequin book.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786906144.jpg,North Parade,North Parade Publishing Ltd.,2018,,Tiếng Anh,Activity Books,https://www.fahasa.com/xmas-sequin-books-santa-snowman.html
Wipe Clean Colouring Books - Sleigh,"Wipe Clean Colouring Books - Sleigh


Colouring in all your festive favourites again and again with these fun Christmas colouring board books complete with 6 crayons.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781786905789_1.jpg,North Parade,North Parade Publishing Ltd.,2018,,Tiếng Anh,Activity Books,https://www.fahasa.com/wipe-clean-colouring-books-sleigh.html
